time,open,high,low,close,volume,value,date
2024-10-31 00:00:00+07:00,6.65,6.7,6.6,6.7,6555244,0.0,2024-10-31
2024-11-01 00:00:00+07:00,6.7,6.7,6.6,6.7,5825179,0.0,2024-11-01
2024-11-04 00:00:00+07:00,6.7,6.7,6.55,6.55,16607767,0.0,2024-11-04
2024-11-05 00:00:00+07:00,6.6,6.7,6.6,6.7,13613874,0.0,2024-11-05
2024-11-06 00:00:00+07:00,6.65,6.65,6.55,6.6,6784681,0.0,2024-11-06
2024-11-07 00:00:00+07:00,6.6,6.65,6.55,6.55,3197876,0.0,2024-11-07
2024-11-08 00:00:00+07:00,6.5,6.6,6.5,6.55,7556774,0.0,2024-11-08
2024-11-11 00:00:00+07:00,6.55,6.55,6.25,6.35,16408687,0.0,2024-11-11
2024-11-12 00:00:00+07:00,6.35,6.35,6.0,6.15,18852944,0.0,2024-11-12
2024-11-13 00:00:00+07:00,6.05,6.1,5.95,5.95,17205487,0.0,2024-11-13
2024-11-14 00:00:00+07:00,5.9,6.2,5.75,6.0,32578404,0.0,2024-11-14
2024-11-15 00:00:00+07:00,6.05,6.2,6.0,6.05,20085890,0.0,2024-11-15
2024-11-18 00:00:00+07:00,6.05,6.6,6.05,6.5,23393646,0.0,2024-11-18
2024-11-19 00:00:00+07:00,6.6,6.85,6.6,6.75,25501776,0.0,2024-11-19
2024-11-20 00:00:00+07:00,6.8,6.95,6.6,6.85,29934747,0.0,2024-11-20
2024-11-21 00:00:00+07:00,6.8,6.9,6.75,6.85,12968031,0.0,2024-11-21
2024-11-22 00:00:00+07:00,6.9,6.95,6.65,6.7,15232380,0.0,2024-11-22
2024-11-25 00:00:00+07:00,6.7,6.8,6.55,6.6,9492226,0.0,2024-11-25
2024-11-26 00:00:00+07:00,6.65,6.8,6.65,6.7,12249949,0.0,2024-11-26
2024-11-27 00:00:00+07:00,6.75,6.75,6.65,6.75,6132812,0.0,2024-11-27
2024-11-28 00:00:00+07:00,6.7,6.75,6.65,6.75,3545211,0.0,2024-11-28
2024-11-29 00:00:00+07:00,6.7,6.8,6.65,6.8,13561652,0.0,2024-11-29
2024-12-02 00:00:00+07:00,6.75,6.9,6.7,6.85,9065344,0.0,2024-12-02
2024-12-03 00:00:00+07:00,6.85,7.15,6.85,7.1,36099244,0.0,2024-12-03
2024-12-04 00:00:00+07:00,7.05,7.2,6.95,7.15,25034205,0.0,2024-12-04
2024-12-06 00:00:00+07:00,7.0,7.1,7.0,7.0,7789105,0.0,2024-12-06
2024-12-09 00:00:00+07:00,6.95,7.0,6.8,7.0,12967790,0.0,2024-12-09
2024-12-11 00:00:00+07:00,7.0,7.1,6.95,6.95,14832586,0.0,2024-12-11
2024-12-12 00:00:00+07:00,7.0,7.05,6.9,6.9,9047524,0.0,2024-12-12
2024-12-13 00:00:00+07:00,6.95,6.95,6.7,6.9,12157792,0.0,2024-12-13
2024-12-16 00:00:00+07:00,6.8,6.85,6.6,6.7,9787695,0.0,2024-12-16
2024-12-17 00:00:00+07:00,6.7,6.7,6.4,6.4,24549209,0.0,2024-12-17
2024-12-18 00:00:00+07:00,6.45,6.55,6.35,6.4,9351210,0.0,2024-12-18
2024-12-19 00:00:00+07:00,6.25,6.4,6.2,6.35,19681669,0.0,2024-12-19
2024-12-20 00:00:00+07:00,6.35,6.35,6.15,6.3,10869353,0.0,2024-12-20
2024-12-23 00:00:00+07:00,6.35,6.35,6.2,6.35,9189470,0.0,2024-12-23
2024-12-24 00:00:00+07:00,6.35,6.4,6.3,6.35,8415834,0.0,2024-12-24
2024-12-25 00:00:00+07:00,6.35,6.75,6.35,6.65,13628818,0.0,2024-12-25
2024-12-26 00:00:00+07:00,6.6,6.65,6.5,6.55,8545914,0.0,2024-12-26
2024-12-27 00:00:00+07:00,6.5,6.65,6.5,6.65,4698520,0.0,2024-12-27
2024-12-30 00:00:00+07:00,6.55,6.65,6.5,6.55,9393700,0.0,2024-12-30
2025-01-02 00:00:00+07:00,6.55,6.6,6.5,6.5,2800946,0.0,2025-01-02
2025-01-03 00:00:00+07:00,6.65,6.7,6.45,6.5,6030368,0.0,2025-01-03
2025-01-06 00:00:00+07:00,6.5,6.55,6.3,6.35,6745831,0.0,2025-01-06
2025-01-07 00:00:00+07:00,6.35,6.4,6.2,6.35,9788693,0.0,2025-01-07
2025-01-08 00:00:00+07:00,6.35,6.35,6.15,6.2,13933920,0.0,2025-01-08
2025-01-09 00:00:00+07:00,6.2,6.25,5.75,5.85,21170714,0.0,2025-01-09
2025-01-10 00:00:00+07:00,5.9,6.2,5.8,6.0,32086601,0.0,2025-01-10
2025-01-13 00:00:00+07:00,6.0,6.25,6.0,6.15,18056338,0.0,2025-01-13
2025-01-14 00:00:00+07:00,6.15,6.2,5.9,5.9,19462888,0.0,2025-01-14
2025-01-15 00:00:00+07:00,5.95,6.15,5.95,6.0,22160139,0.0,2025-01-15
2025-01-16 00:00:00+07:00,6.0,6.25,6.0,6.15,14548631,0.0,2025-01-16
2025-01-17 00:00:00+07:00,6.15,6.15,5.95,5.95,6551895,0.0,2025-01-17
