time,open,high,low,close,volume,value,date
2024-11-04 00:00:00+07:00,47.75,48.25,45.5,46.25,17981078,0.0,2024-11-04
2024-11-11 00:00:00+07:00,46.0,47.0,45.5,46.5,18741198,0.0,2024-11-11
2024-11-18 00:00:00+07:00,46.5,47.5,46.0,47.25,16013582,0.0,2024-11-18
2024-11-25 00:00:00+07:00,47.5,48.25,45.5,46.75,16722578,0.0,2024-11-25
2024-12-02 00:00:00+07:00,46.5,48.0,45.75,48.0,10547229,0.0,2024-12-02
2024-12-09 00:00:00+07:00,48.25,49.5,47.25,48.75,8357352,0.0,2024-12-09
2024-12-16 00:00:00+07:00,48.25,49.0,46.5,47.0,10890175,0.0,2024-12-16
2024-12-23 00:00:00+07:00,47.75,50.25,47.25,49.5,17654173,0.0,2024-12-23
2024-12-30 00:00:00+07:00,49.75,50.5,49.5,50.0,9211405,0.0,2024-12-30
2025-01-06 00:00:00+07:00,50.25,50.75,49.5,50.5,15180515,0.0,2025-01-06
2025-01-13 00:00:00+07:00,50.0,51.0,49.0,50.5,25182680,0.0,2025-01-13
2025-01-20 00:00:00+07:00,50.5,52.0,50.0,51.5,32072564,0.0,2025-01-20
2025-01-27 00:00:00+07:00,51.5,52.25,50.5,50.75,13646079,0.0,2025-01-27
2025-02-03 00:00:00+07:00,49.0,52.0,49.0,51.75,16546769,0.0,2025-02-03
2025-02-10 00:00:00+07:00,51.5,51.75,49.25,51.5,17934330,0.0,2025-02-10
2025-02-17 00:00:00+07:00,52.0,52.0,50.5,50.75,37673469,0.0,2025-02-17
2025-02-24 00:00:00+07:00,50.75,51.25,48.25,49.5,47287957,0.0,2025-02-24
2025-03-03 00:00:00+07:00,49.25,50.75,47.75,48.0,21323573,0.0,2025-03-03
2025-03-10 00:00:00+07:00,47.75,48.0,46.5,46.75,25845838,0.0,2025-03-10
2025-03-17 00:00:00+07:00,47.0,47.75,46.0,46.25,19982088,0.0,2025-03-17
2025-03-24 00:00:00+07:00,46.25,47.0,45.0,45.75,17472144,0.0,2025-03-24
2025-03-31 00:00:00+07:00,45.0,47.5,44.75,46.75,15072048,0.0,2025-03-31
2025-04-08 00:00:00+07:00,45.5,47.75,43.25,46.5,16034697,0.0,2025-04-08
2025-04-16 00:00:00+07:00,46.5,46.5,43.5,46.25,11786020,0.0,2025-04-16
2025-04-21 00:00:00+07:00,45.75,47.5,44.75,46.0,12277820,0.0,2025-04-21
2025-04-28 00:00:00+07:00,45.25,46.5,45.0,45.75,18797647,0.0,2025-04-28
2025-05-06 00:00:00+07:00,45.75,46.0,44.5,45.75,16820864,0.0,2025-05-06
2025-05-13 00:00:00+07:00,46.0,46.0,38.5,40.5,41012357,0.0,2025-05-13
2025-05-19 00:00:00+07:00,40.0,42.0,39.25,40.75,30403990,0.0,2025-05-19
2025-05-26 00:00:00+07:00,40.75,43.0,38.5,38.5,154741854,0.0,2025-05-26
2025-06-04 00:00:00+07:00,37.5,39.0,35.5,37.75,44688246,0.0,2025-06-04
2025-06-09 00:00:00+07:00,38.0,38.25,35.25,36.5,47749120,0.0,2025-06-09
2025-06-16 00:00:00+07:00,36.25,37.5,34.75,34.75,63890484,0.0,2025-06-16
2025-06-23 00:00:00+07:00,34.25,34.25,21.8,24.4,1457224851,0.0,2025-06-23
2025-06-30 00:00:00+07:00,24.1,26.0,23.6,24.9,821406907,0.0,2025-06-30
2025-07-07 00:00:00+07:00,24.5,26.5,24.4,26.0,263773571,0.0,2025-07-07
2025-07-14 00:00:00+07:00,26.0,28.75,25.5,27.75,366558728,0.0,2025-07-14
2025-07-21 00:00:00+07:00,28.75,29.25,27.5,27.75,264719753,0.0,2025-07-21
2025-07-29 00:00:00+07:00,28.0,29.0,27.5,27.75,126068561,0.0,2025-07-29
2025-08-04 00:00:00+07:00,28.0,30.0,27.5,29.5,269519448,0.0,2025-08-04
2025-08-13 00:00:00+07:00,30.0,30.5,28.75,29.0,108611270,0.0,2025-08-13
2025-08-18 00:00:00+07:00,29.0,29.0,27.75,27.75,105241033,0.0,2025-08-18
2025-08-25 00:00:00+07:00,28.25,28.75,27.25,27.25,134779258,0.0,2025-08-25
2025-09-01 00:00:00+07:00,27.25,29.75,26.5,29.5,162795766,0.0,2025-09-01
2025-09-08 00:00:00+07:00,29.5,30.0,28.5,29.5,89921480,0.0,2025-09-08
2025-09-15 00:00:00+07:00,29.5,31.5,29.0,30.5,212158784,0.0,2025-09-15
2025-09-22 00:00:00+07:00,30.5,30.75,29.25,30.0,82121885,0.0,2025-09-22
2025-09-29 00:00:00+07:00,30.25,31.25,29.75,31.0,100722552,0.0,2025-09-29
2025-10-06 00:00:00+07:00,31.25,31.75,30.75,31.0,86646232,0.0,2025-10-06
2025-10-14 00:00:00+07:00,31.0,31.0,29.75,30.0,57315921,0.0,2025-10-14
2025-10-20 00:00:00+07:00,30.5,31.0,29.5,29.75,62881099,0.0,2025-10-20
2025-10-27 00:00:00+07:00,30.0,30.25,28.0,28.5,91024341,94490075.0,2025-10-27
