time,open,high,low,close,volume,value,date
2024-11-04 00:00:00+07:00,7.95,8.0,7.7,7.7,117734556,0.0,2024-11-04
2024-11-11 00:00:00+07:00,7.75,7.8,7.5,7.7,127824633,0.0,2024-11-11
2024-11-18 00:00:00+07:00,7.7,7.75,7.5,7.65,113561820,0.0,2024-11-18
2024-11-25 00:00:00+07:00,7.65,7.65,7.3,7.3,183830853,0.0,2024-11-25
2024-12-02 00:00:00+07:00,7.4,7.5,7.35,7.45,110364959,0.0,2024-12-02
2024-12-09 00:00:00+07:00,7.45,7.8,7.2,7.6,248060650,0.0,2024-12-09
2024-12-16 00:00:00+07:00,7.6,7.6,6.85,6.85,250309362,0.0,2024-12-16
2024-12-23 00:00:00+07:00,6.9,7.2,6.7,7.1,154722256,0.0,2024-12-23
2024-12-30 00:00:00+07:00,7.1,7.2,7.05,7.1,47905761,0.0,2024-12-30
2025-01-06 00:00:00+07:00,7.1,7.15,6.75,7.0,128038863,0.0,2025-01-06
2025-01-13 00:00:00+07:00,6.95,6.95,6.7,6.75,88414525,0.0,2025-01-13
2025-01-20 00:00:00+07:00,6.75,6.8,6.55,6.65,125237606,0.0,2025-01-20
2025-01-27 00:00:00+07:00,6.6,7.1,6.55,6.75,198633354,0.0,2025-01-27
2025-02-03 00:00:00+07:00,6.6,6.85,6.4,6.75,205052584,0.0,2025-02-03
2025-02-10 00:00:00+07:00,6.7,6.7,6.4,6.45,73634229,0.0,2025-02-10
2025-02-17 00:00:00+07:00,6.55,6.6,6.45,6.5,82661613,0.0,2025-02-17
2025-02-24 00:00:00+07:00,6.45,6.5,6.0,6.4,239941442,0.0,2025-02-24
2025-03-03 00:00:00+07:00,6.45,6.45,6.1,6.15,139739323,0.0,2025-03-03
2025-03-10 00:00:00+07:00,6.15,6.2,5.4,5.55,276430543,0.0,2025-03-10
2025-03-17 00:00:00+07:00,5.55,5.65,5.25,5.55,308324933,0.0,2025-03-17
2025-03-24 00:00:00+07:00,5.55,5.6,5.35,5.45,163292714,0.0,2025-03-24
2025-03-31 00:00:00+07:00,5.2,5.5,5.15,5.25,181124455,0.0,2025-03-31
2025-04-08 00:00:00+07:00,5.1,5.6,5.0,5.55,133886902,0.0,2025-04-08
2025-04-16 00:00:00+07:00,5.5,6.05,5.45,6.0,96176063,0.0,2025-04-16
2025-04-21 00:00:00+07:00,6.05,6.05,5.65,5.95,200667007,0.0,2025-04-21
2025-04-28 00:00:00+07:00,5.95,6.05,5.85,5.95,59150364,0.0,2025-04-28
2025-05-06 00:00:00+07:00,5.95,6.1,5.85,6.0,123848890,0.0,2025-05-06
2025-05-13 00:00:00+07:00,6.05,6.25,5.7,5.9,243330369,0.0,2025-05-13
2025-05-19 00:00:00+07:00,5.8,5.95,5.7,5.8,139613106,0.0,2025-05-19
2025-05-26 00:00:00+07:00,5.8,5.8,5.25,5.35,864336290,0.0,2025-05-26
2025-06-04 00:00:00+07:00,5.25,5.45,5.1,5.4,185206893,0.0,2025-06-04
2025-06-09 00:00:00+07:00,5.45,5.45,4.98,5.15,279387321,0.0,2025-06-09
2025-06-16 00:00:00+07:00,5.1,5.25,4.68,4.68,298777110,0.0,2025-06-16
2025-06-23 00:00:00+07:00,4.6,5.05,4.56,4.72,345466394,0.0,2025-06-23
2025-06-30 00:00:00+07:00,4.74,4.84,4.7,4.74,119370102,0.0,2025-06-30
2025-07-07 00:00:00+07:00,4.74,5.15,4.58,5.1,240931684,0.0,2025-07-07
2025-07-14 00:00:00+07:00,5.15,5.45,5.1,5.45,182299046,0.0,2025-07-14
2025-07-21 00:00:00+07:00,5.4,5.6,5.3,5.35,140207360,0.0,2025-07-21
2025-07-29 00:00:00+07:00,5.4,5.7,5.3,5.4,148017743,0.0,2025-07-29
2025-08-04 00:00:00+07:00,5.35,5.65,5.25,5.5,164825007,0.0,2025-08-04
2025-08-13 00:00:00+07:00,5.5,5.55,5.4,5.45,51473481,0.0,2025-08-13
2025-08-18 00:00:00+07:00,5.45,5.45,5.3,5.4,76351122,0.0,2025-08-18
2025-08-25 00:00:00+07:00,5.45,5.45,5.05,5.3,139503814,0.0,2025-08-25
2025-09-01 00:00:00+07:00,5.25,5.4,5.05,5.25,254780482,0.0,2025-09-01
2025-09-08 00:00:00+07:00,5.3,5.75,5.25,5.35,259991393,0.0,2025-09-08
2025-09-15 00:00:00+07:00,5.3,5.4,5.15,5.15,132463518,0.0,2025-09-15
2025-09-22 00:00:00+07:00,5.15,5.2,5.0,5.1,86822658,0.0,2025-09-22
2025-09-29 00:00:00+07:00,5.15,5.3,5.05,5.3,92905616,0.0,2025-09-29
2025-10-06 00:00:00+07:00,5.3,5.4,5.05,5.25,137925536,0.0,2025-10-06
2025-10-14 00:00:00+07:00,5.25,5.25,5.0,5.0,64304922,0.0,2025-10-14
2025-10-20 00:00:00+07:00,5.1,5.2,5.0,5.1,56483560,0.0,2025-10-20
2025-10-27 00:00:00+07:00,5.1,5.2,4.84,5.15,196081568,75732370.0,2025-10-27
