time,open,high,low,close,volume,value,date
2024-10-31 00:00:00+07:00,9.306375000000001,9.9268,9.306375000000001,9.9268,8454235,0.0,2024-10-31
2024-11-01 00:00:00+07:00,9.735899999999999,9.83135,9.545,9.735899999999999,6800470,0.0,2024-11-01
2024-11-04 00:00:00+07:00,9.735899999999999,9.735899999999999,9.44955,9.64045,5940848,0.0,2024-11-04
2024-11-05 00:00:00+07:00,9.64045,10.1177,9.545,9.9268,11562937,0.0,2024-11-05
2024-11-06 00:00:00+07:00,10.02225,10.1177,9.735899999999999,9.9268,11533364,0.0,2024-11-06
2024-11-07 00:00:00+07:00,9.83135,9.9268,9.735899999999999,9.9268,4205667,0.0,2024-11-07
2024-11-08 00:00:00+07:00,9.9268,10.02225,9.735899999999999,9.83135,5005041,0.0,2024-11-08
2024-11-11 00:00:00+07:00,9.735899999999999,9.735899999999999,9.64045,9.735899999999999,3637837,0.0,2024-11-11
2024-11-12 00:00:00+07:00,9.735899999999999,9.735899999999999,9.545,9.545,1432929,0.0,2024-11-12
2024-11-13 00:00:00+07:00,9.545,9.64045,9.44955,9.44955,5698397,0.0,2024-11-13
2024-11-14 00:00:00+07:00,9.497275,9.497275,9.401825,9.44955,3719441,0.0,2024-11-14
2024-11-15 00:00:00+07:00,9.497275,9.497275,9.401825,9.401825,3581937,0.0,2024-11-15
2024-11-18 00:00:00+07:00,9.545,9.83135,9.401825,9.735899999999999,5853519,0.0,2024-11-18
2024-11-19 00:00:00+07:00,9.735899999999999,9.83135,9.497275,9.497275,3106886,0.0,2024-11-19
2024-11-20 00:00:00+07:00,9.497275,9.64045,9.44955,9.545,1969743,0.0,2024-11-20
2024-11-21 00:00:00+07:00,9.497275,9.497275,9.306375000000001,9.306375000000001,8128256,0.0,2024-11-21
2024-11-22 00:00:00+07:00,9.306375000000001,9.64045,9.25865,9.3541,11674146,0.0,2024-11-22
2024-11-25 00:00:00+07:00,9.3541,9.497275,9.3541,9.497275,3098951,0.0,2024-11-25
2024-11-26 00:00:00+07:00,9.497275,9.64045,9.497275,9.497275,2911378,0.0,2024-11-26
2024-11-27 00:00:00+07:00,9.497275,9.497275,9.3541,9.401825,1643475,0.0,2024-11-27
