time,open,high,low,close,volume,value,date
2024-11-01 00:00:00+07:00,10.5,11.2,8.45,10.9,179595669,0.0,2024-11-01
2024-12-01 00:00:00+07:00,10.9,11.4,9.1,9.85,89596101,0.0,2024-12-01
2025-01-01 00:00:00+07:00,9.8,10.5,8.15,8.15,80817843,0.0,2025-01-01
2025-02-01 00:00:00+07:00,8.0,8.45,7.05,7.45,126071062,0.0,2025-02-01
2025-03-01 00:00:00+07:00,7.4,7.5,6.9,7.1,90493887,0.0,2025-03-01
2025-04-01 00:00:00+07:00,7.15,7.75,6.25,6.9,107703934,0.0,2025-04-01
2025-05-01 00:00:00+07:00,6.95,7.6,6.45,6.5,127389637,0.0,2025-05-01
2025-06-01 00:00:00+07:00,6.55,6.6,5.1,6.05,64836561,0.0,2025-06-01
2025-07-01 00:00:00+07:00,5.9,7.35,5.9,7.05,82113755,0.0,2025-07-01
2025-08-01 00:00:00+07:00,7.45,7.5,6.3,6.4,80842270,0.0,2025-08-01
2025-09-01 00:00:00+07:00,6.4,7.4,6.05,7.3,103455193,0.0,2025-09-01
2025-10-01 00:00:00+07:00,7.3,7.45,6.6,6.7,39697491,5091745.0,2025-10-01
