time,open,high,low,close,volume,value,date
2024-11-04 00:00:00+07:00,6.75,6.75,6.0,6.1,19677964,0.0,2024-11-04
2024-11-11 00:00:00+07:00,6.1,6.2,5.5,5.55,19655447,0.0,2024-11-11
2024-11-18 00:00:00+07:00,5.55,5.85,5.55,5.75,11966936,0.0,2024-11-18
2024-11-25 00:00:00+07:00,5.8,5.95,5.45,5.65,19670674,0.0,2024-11-25
2024-12-02 00:00:00+07:00,5.65,6.1,5.65,5.8,14386162,0.0,2024-12-02
2024-12-09 00:00:00+07:00,5.8,5.8,5.55,5.65,11488690,0.0,2024-12-09
2024-12-16 00:00:00+07:00,5.65,5.65,5.05,5.2,27073501,0.0,2024-12-16
2024-12-23 00:00:00+07:00,5.25,5.75,5.1,5.7,21397728,0.0,2024-12-23
2024-12-30 00:00:00+07:00,5.7,5.75,5.35,5.45,9630865,0.0,2024-12-30
2025-01-06 00:00:00+07:00,5.5,7.0,5.4,6.35,104679763,0.0,2025-01-06
2025-01-13 00:00:00+07:00,6.2,6.5,5.9,6.2,85156503,0.0,2025-01-13
2025-01-20 00:00:00+07:00,6.15,6.75,6.15,6.65,47361422,0.0,2025-01-20
2025-01-27 00:00:00+07:00,6.65,6.75,6.4,6.45,34276774,0.0,2025-01-27
2025-02-03 00:00:00+07:00,6.3,7.0,6.15,6.8,95821447,0.0,2025-02-03
2025-02-10 00:00:00+07:00,6.75,7.15,6.65,7.1,49843467,0.0,2025-02-10
2025-02-17 00:00:00+07:00,7.0,7.15,6.55,6.7,50641988,0.0,2025-02-17
2025-02-24 00:00:00+07:00,6.7,6.9,5.4,5.65,92361616,0.0,2025-02-24
2025-03-03 00:00:00+07:00,5.65,5.9,5.45,5.75,32256320,0.0,2025-03-03
2025-03-10 00:00:00+07:00,5.7,6.25,5.6,6.15,36204936,0.0,2025-03-10
2025-03-17 00:00:00+07:00,6.2,7.35,6.1,7.05,70652829,0.0,2025-03-17
2025-03-24 00:00:00+07:00,7.05,7.2,6.65,6.8,25224922,0.0,2025-03-24
2025-03-31 00:00:00+07:00,6.5,7.0,6.5,6.55,38315784,0.0,2025-03-31
2025-04-08 00:00:00+07:00,6.1,6.65,5.8,6.4,31893706,0.0,2025-04-08
2025-04-16 00:00:00+07:00,6.45,7.1,6.35,7.0,19682827,0.0,2025-04-16
2025-04-21 00:00:00+07:00,7.05,7.15,6.7,6.8,42338354,0.0,2025-04-21
2025-04-28 00:00:00+07:00,6.8,6.95,6.7,6.9,11268696,0.0,2025-04-28
2025-05-06 00:00:00+07:00,6.9,6.95,6.6,6.75,26586524,0.0,2025-05-06
2025-05-13 00:00:00+07:00,6.7,7.45,6.7,7.4,55913273,0.0,2025-05-13
2025-05-19 00:00:00+07:00,7.4,7.4,6.7,6.7,43199248,0.0,2025-05-19
2025-05-26 00:00:00+07:00,6.7,6.9,6.1,6.15,47584710,0.0,2025-05-26
2025-06-04 00:00:00+07:00,6.15,6.2,5.95,6.15,20166232,0.0,2025-06-04
2025-06-09 00:00:00+07:00,6.2,6.3,5.8,5.85,24273494,0.0,2025-06-09
2025-06-16 00:00:00+07:00,5.85,5.95,5.4,5.4,26072136,0.0,2025-06-16
2025-06-23 00:00:00+07:00,5.35,6.05,5.25,5.85,32827042,0.0,2025-06-23
2025-06-30 00:00:00+07:00,5.85,6.6,5.65,6.55,43902734,0.0,2025-06-30
2025-07-07 00:00:00+07:00,6.5,6.65,6.4,6.55,12532790,0.0,2025-07-07
2025-07-14 00:00:00+07:00,6.55,7.15,6.5,7.05,29728542,0.0,2025-07-14
2025-07-21 00:00:00+07:00,7.05,7.35,6.35,6.6,70924486,0.0,2025-07-21
2025-07-29 00:00:00+07:00,6.65,6.9,6.5,6.5,29744029,0.0,2025-07-29
2025-08-04 00:00:00+07:00,6.5,8.2,6.35,8.2,96224792,0.0,2025-08-04
2025-08-13 00:00:00+07:00,8.6,8.75,8.05,8.05,51631861,0.0,2025-08-13
2025-08-18 00:00:00+07:00,8.1,8.35,7.9,8.15,42482554,0.0,2025-08-18
2025-08-25 00:00:00+07:00,8.55,8.95,8.25,8.55,99816864,0.0,2025-08-25
2025-09-01 00:00:00+07:00,8.6,8.7,7.6,7.9,94497510,0.0,2025-09-01
2025-09-08 00:00:00+07:00,7.95,8.55,7.95,8.25,54121125,0.0,2025-09-08
2025-09-15 00:00:00+07:00,8.25,8.5,8.1,8.25,41845527,0.0,2025-09-15
2025-09-22 00:00:00+07:00,8.25,8.45,7.95,8.4,38177399,0.0,2025-09-22
2025-09-29 00:00:00+07:00,8.45,8.7,8.25,8.45,50574244,0.0,2025-09-29
2025-10-06 00:00:00+07:00,8.45,9.6,8.35,9.3,89462382,0.0,2025-10-06
2025-10-14 00:00:00+07:00,9.3,9.4,8.55,8.85,87046605,0.0,2025-10-14
2025-10-20 00:00:00+07:00,8.95,9.15,8.55,8.6,55628076,0.0,2025-10-20
2025-10-27 00:00:00+07:00,8.65,8.75,8.1,8.25,57664249,27551905.0,2025-10-27
