time,open,high,low,close,volume,value
2025-08-01 09:00:00+07:00,162.0,162.5,161.5,162.5,864600,0.0
2025-08-01 10:00:00+07:00,162.5,162.5,161.5,162.0,1415600,0.0
2025-08-01 11:00:00+07:00,162.0,162.0,161.5,162.0,678000,0.0
2025-08-01 12:00:00+07:00,162.0,162.0,161.5,162.0,80100,0.0
2025-08-01 13:00:00+07:00,162.0,162.0,161.5,162.0,799300,0.0
2025-08-01 14:00:00+07:00,161.5,162.0,161.0,161.5,243000,0.0
2025-08-01 15:00:00+07:00,161.5,162.0,160.0,160.0,1590600,0.0
2025-08-01 16:00:00+07:00,160.0,160.5,160.0,160.5,825000,0.0
2025-08-04 09:00:00+07:00,161.0,161.5,160.5,161.0,417400,0.0
2025-08-04 10:00:00+07:00,160.5,161.0,160.0,161.0,1210400,0.0
2025-08-04 11:00:00+07:00,161.0,161.0,160.5,160.5,296800,0.0
2025-08-04 12:00:00+07:00,161.0,161.0,160.0,160.0,453300,0.0
2025-08-04 13:00:00+07:00,160.5,160.5,160.5,160.5,34400,0.0
2025-08-04 14:00:00+07:00,160.0,162.5,160.0,162.0,3178500,0.0
2025-08-04 15:00:00+07:00,162.0,162.5,161.5,162.5,2308400,0.0
2025-08-04 16:00:00+07:00,162.0,162.5,161.5,162.5,1781700,0.0
2025-08-05 09:00:00+07:00,161.5,162.5,161.5,162.0,616600,0.0
2025-08-05 10:00:00+07:00,162.0,164.0,161.5,163.0,5061300,0.0
2025-08-05 11:00:00+07:00,163.0,163.5,162.5,163.0,1167600,0.0
2025-08-05 12:00:00+07:00,163.5,163.5,163.0,163.0,135300,0.0
2025-08-05 13:00:00+07:00,163.0,163.0,163.0,163.0,46900,0.0
2025-08-05 14:00:00+07:00,163.0,164.0,163.0,163.0,2564000,0.0
2025-08-05 15:00:00+07:00,163.0,163.5,162.5,163.5,469600,0.0
2025-08-05 16:00:00+07:00,163.5,164.0,163.0,164.0,1554100,0.0
2025-08-06 09:00:00+07:00,165.0,166.0,165.0,165.5,1493600,0.0
2025-08-06 10:00:00+07:00,165.5,166.5,165.0,165.5,2442100,0.0
2025-08-06 11:00:00+07:00,165.0,166.0,165.0,166.0,689400,0.0
2025-08-06 12:00:00+07:00,166.0,166.5,166.0,166.0,1039100,0.0
2025-08-06 13:00:00+07:00,166.0,166.5,166.0,166.5,396900,0.0
2025-08-06 14:00:00+07:00,166.0,166.5,166.0,166.5,1580500,0.0
2025-08-06 15:00:00+07:00,166.0,166.5,166.0,166.5,1824000,0.0
2025-08-06 16:00:00+07:00,166.0,166.5,166.0,166.5,2293500,0.0
2025-08-07 09:00:00+07:00,166.5,167.0,166.0,166.5,687300,0.0
2025-08-07 10:00:00+07:00,166.5,168.5,166.5,168.5,6630800,0.0
2025-08-07 11:00:00+07:00,168.5,168.5,167.0,167.0,3411000,0.0
2025-08-07 12:00:00+07:00,167.0,167.5,167.0,167.5,241300,0.0
2025-08-07 13:00:00+07:00,167.0,167.5,167.0,167.5,515000,0.0
2025-08-07 14:00:00+07:00,167.0,167.0,166.0,166.0,2255600,0.0
2025-08-07 15:00:00+07:00,166.0,166.5,165.5,165.5,2229900,0.0
2025-08-07 16:00:00+07:00,165.5,166.5,165.5,166.5,2809700,0.0
2025-08-08 09:00:00+07:00,166.5,167.5,166.5,167.0,1386600,0.0
2025-08-08 10:00:00+07:00,167.0,169.5,166.5,168.0,5945400,0.0
2025-08-08 11:00:00+07:00,168.0,168.0,167.5,167.5,337700,0.0
2025-08-08 12:00:00+07:00,167.5,168.0,167.5,167.5,256700,0.0
2025-08-08 13:00:00+07:00,167.5,168.0,167.5,167.5,128500,0.0
2025-08-08 14:00:00+07:00,167.5,168.5,167.5,168.0,1993300,0.0
2025-08-08 15:00:00+07:00,168.0,168.5,167.5,168.5,2094500,0.0
2025-08-08 16:00:00+07:00,168.0,168.5,168.0,168.0,1172400,0.0
2025-08-13 09:00:00+07:00,169.0,170.0,169.0,169.5,1415600,0.0
2025-08-13 10:00:00+07:00,170.0,170.0,169.0,169.5,3682500,0.0
2025-08-13 11:00:00+07:00,169.5,169.5,168.5,168.5,1198600,0.0
2025-08-13 12:00:00+07:00,169.0,169.0,168.0,168.5,514700,0.0
2025-08-13 13:00:00+07:00,168.0,168.5,168.0,168.5,95300,0.0
2025-08-13 14:00:00+07:00,168.5,169.0,167.5,168.5,5122500,0.0
2025-08-13 15:00:00+07:00,169.0,169.0,168.5,168.5,490600,0.0
2025-08-13 16:00:00+07:00,168.5,169.0,168.5,169.0,2468100,0.0
2025-08-14 09:00:00+07:00,168.5,169.0,168.0,168.0,331600,0.0
2025-08-14 10:00:00+07:00,168.5,169.0,167.5,168.5,3297200,0.0
2025-08-14 11:00:00+07:00,168.0,168.5,167.5,168.0,794000,0.0
2025-08-14 12:00:00+07:00,168.0,168.5,167.5,168.5,1201700,0.0
2025-08-14 13:00:00+07:00,168.5,168.5,168.0,168.0,120300,0.0
2025-08-14 14:00:00+07:00,168.0,169.0,168.0,168.5,1380100,0.0
2025-08-14 15:00:00+07:00,168.5,169.0,168.5,169.0,271100,0.0
2025-08-14 16:00:00+07:00,169.0,169.0,168.5,169.0,1050200,0.0
2025-08-15 09:00:00+07:00,168.5,169.0,168.5,168.5,50400,0.0
2025-08-15 10:00:00+07:00,168.5,169.5,168.5,169.0,2069800,0.0
2025-08-15 11:00:00+07:00,169.0,170.0,169.0,169.5,1744600,0.0
2025-08-15 12:00:00+07:00,169.0,169.5,169.0,169.0,1036200,0.0
2025-08-15 13:00:00+07:00,169.0,169.0,169.0,169.0,23600,0.0
2025-08-15 14:00:00+07:00,168.5,169.5,168.5,169.0,984000,0.0
2025-08-15 15:00:00+07:00,169.0,169.5,169.0,169.0,115300,0.0
2025-08-15 16:00:00+07:00,169.0,169.5,169.0,169.0,1144000,0.0
2025-08-18 09:00:00+07:00,169.0,170.0,169.0,169.5,694100,0.0
2025-08-18 10:00:00+07:00,169.5,170.0,168.0,169.0,1722200,0.0
2025-08-18 11:00:00+07:00,168.5,169.0,168.0,168.5,436700,0.0
2025-08-18 12:00:00+07:00,169.0,169.0,168.5,169.0,128200,0.0
2025-08-18 13:00:00+07:00,168.5,169.0,168.5,168.5,67100,0.0
2025-08-18 14:00:00+07:00,169.0,169.0,168.5,168.5,1078100,0.0
2025-08-18 15:00:00+07:00,168.5,169.0,168.5,168.5,359600,0.0
2025-08-18 16:00:00+07:00,168.5,169.0,168.5,168.5,777200,0.0
2025-08-19 09:00:00+07:00,168.5,168.5,168.0,168.5,873200,0.0
2025-08-19 10:00:00+07:00,168.0,171.0,168.0,170.5,6823200,0.0
2025-08-19 11:00:00+07:00,170.5,171.5,169.5,169.5,2980600,0.0
2025-08-19 12:00:00+07:00,169.5,170.0,169.0,169.5,1142700,0.0
2025-08-19 13:00:00+07:00,170.0,170.0,169.5,170.0,246400,0.0
2025-08-19 14:00:00+07:00,169.5,170.5,169.5,170.5,1884700,0.0
2025-08-19 15:00:00+07:00,170.0,170.5,169.0,169.0,1587900,0.0
2025-08-19 16:00:00+07:00,169.0,169.5,168.5,169.0,2842600,0.0
2025-08-20 09:00:00+07:00,169.0,170.0,169.0,169.5,411500,0.0
2025-08-20 10:00:00+07:00,169.5,169.5,168.0,169.0,2729300,0.0
2025-08-20 11:00:00+07:00,169.0,170.0,168.5,170.0,686400,0.0
2025-08-20 12:00:00+07:00,170.0,170.5,169.5,169.5,1439600,0.0
2025-08-20 13:00:00+07:00,170.0,170.0,170.0,170.0,371400,0.0
2025-08-20 14:00:00+07:00,170.0,171.0,169.5,170.0,2469500,0.0
2025-08-20 15:00:00+07:00,170.0,170.0,169.5,170.0,600700,0.0
2025-08-20 16:00:00+07:00,170.0,170.0,169.0,169.5,3056000,0.0
2025-08-21 09:00:00+07:00,170.0,170.5,168.5,168.5,2178200,0.0
2025-08-21 10:00:00+07:00,168.5,169.0,167.0,167.5,3726900,0.0
2025-08-21 11:00:00+07:00,167.5,167.5,167.0,167.5,841300,0.0
2025-08-21 12:00:00+07:00,167.5,167.5,166.5,167.0,931400,0.0
2025-08-21 13:00:00+07:00,167.5,167.5,166.5,166.5,530300,0.0
2025-08-21 14:00:00+07:00,166.5,167.5,166.5,167.0,4450500,0.0
2025-08-21 15:00:00+07:00,167.0,167.0,166.5,167.0,2526200,0.0
2025-08-21 16:00:00+07:00,166.5,167.0,166.5,167.0,1354400,0.0
2025-08-22 09:00:00+07:00,167.5,168.5,167.0,167.5,1603200,0.0
2025-08-22 10:00:00+07:00,167.5,167.5,166.0,167.0,4758700,0.0
2025-08-22 11:00:00+07:00,167.0,167.5,166.5,167.0,2587500,0.0
2025-08-22 12:00:00+07:00,167.0,167.0,166.5,167.0,189400,0.0
2025-08-22 13:00:00+07:00,167.0,167.0,167.0,167.0,60900,0.0
2025-08-22 14:00:00+07:00,167.0,167.5,166.5,167.5,3805600,0.0
2025-08-22 15:00:00+07:00,167.5,167.5,167.0,167.5,203600,0.0
2025-08-22 16:00:00+07:00,167.5,167.5,166.5,167.0,1181500,0.0
2025-08-25 09:00:00+07:00,167.5,167.5,167.5,167.5,144600,0.0
2025-08-25 10:00:00+07:00,167.5,168.0,165.5,166.5,5214700,0.0
2025-08-25 11:00:00+07:00,166.5,167.0,166.0,166.5,717300,0.0
2025-08-25 12:00:00+07:00,166.5,167.0,166.0,166.5,705100,0.0
2025-08-25 13:00:00+07:00,166.5,166.5,166.5,166.5,33600,0.0
2025-08-25 14:00:00+07:00,166.5,166.5,165.0,165.5,4486900,0.0
2025-08-25 15:00:00+07:00,165.5,166.0,164.5,165.5,3483700,0.0
2025-08-25 16:00:00+07:00,165.5,165.5,165.0,165.5,1379900,0.0
2025-08-26 09:00:00+07:00,165.0,165.0,163.5,164.0,3181000,0.0
2025-08-26 10:00:00+07:00,164.0,165.5,164.0,165.0,4722300,0.0
2025-08-26 11:00:00+07:00,165.0,165.0,164.5,165.0,447500,0.0
2025-08-26 12:00:00+07:00,165.0,166.0,164.5,164.5,3026000,0.0
2025-08-26 13:00:00+07:00,165.0,165.0,164.5,164.5,491700,0.0
2025-08-26 14:00:00+07:00,164.5,165.0,164.0,165.0,2072600,0.0
2025-08-26 15:00:00+07:00,165.0,165.0,163.5,164.0,1971800,0.0
2025-08-26 16:00:00+07:00,164.0,164.0,163.5,164.0,2601200,0.0
2025-08-27 09:00:00+07:00,164.5,165.5,164.0,165.5,1452900,0.0
2025-08-27 10:00:00+07:00,165.5,165.5,164.0,164.0,5074700,0.0
2025-08-27 11:00:00+07:00,164.0,164.5,163.5,164.0,996400,0.0
2025-08-27 12:00:00+07:00,164.0,164.0,163.5,164.0,89100,0.0
2025-08-27 13:00:00+07:00,163.5,164.0,163.5,164.0,291800,0.0
2025-08-27 14:00:00+07:00,164.0,164.5,163.5,164.0,2995600,0.0
2025-08-27 15:00:00+07:00,164.0,164.5,163.5,164.0,2005700,0.0
2025-08-27 16:00:00+07:00,164.0,164.0,163.0,163.5,2265100,0.0
2025-08-28 09:00:00+07:00,164.0,164.5,164.0,164.5,799100,0.0
2025-08-28 10:00:00+07:00,164.5,166.0,164.5,165.5,4933100,0.0
2025-08-28 11:00:00+07:00,165.5,166.0,165.5,166.0,343900,0.0
2025-08-28 12:00:00+07:00,166.0,166.0,165.5,166.0,250700,0.0
